Activiteit,HD,HA,Duree,TYPPREST,NBPlace,Alpha1,Decimal1,Alpha2,Decimal2,TYPEinfo,Service,JD,JA
"LIJN","12:48","13:28","00:40",20101,0,0,0," ",0,"PRT","2108",0,0
"LIJN","13:28","13:30","00:02",30300,0,0,0," ",0,"PRT","2108",0,0
"LIJN","13:30","14:24","00:54",20101,0,0,0," ",0,"PRT","2108",0,0
"LIJN","14:24","14:39","00:15",30300,0,0,0," ",0,"PRT","2108",0,0
"LIJN","14:39","15:09","00:30",30301,0,0,0," ",0,"PRT","2108",0,0
"LIJN","15:09","15:37","00:28",30302,0,0,0," ",0,"PRT","2108",0,0
"LIJN","15:37","16:38","01:01",20101,0,0,0," ",0,"PRT","2108",0,0
"LIJN","16:38","16:40","00:02",30300,0,0,0," ",0,"PRT","2108",0,0
"LIJN","16:40","17:25","00:45",20101,0,0,0," ",0,"PRT","2108",0,0
"LIJN","17:25","18:09","00:44",20201,0,0,0," ",0,"PRT","2108",0,0
"LIJN","18:09","18:19","00:10",20401,0,0,0," ",0,"PRT","2108",0,0
"LIJN","06:48","06:53","00:05",20301,0,0,0," ",0,"PRT","2109",0,0
"LIJN","06:53","07:29","00:36",20201,0,0,0," ",0,"PRT","2109",0,0
"LIJN","07:29","08:03","00:34",20101,0,0,0," ",0,"PRT","2109",0,0
"LIJN","08:03","08:23","00:20",20201,0,0,0," ",0,"PRT","2109",0,0
"LIJN","08:23","12:55","04:32",30201,0,0,1," ",0,"PRT","2109",0,0
"LIJN","12:55","13:10","00:15",20112,0,0,0," ",0,"PRT","2109",0,0
"LIJN","13:10","13:40","00:30",20201,0,0,0," ",0,"PRT","2109",0,0
"LIJN","13:40","14:33","00:53",20101,0,0,0," ",0,"PRT","2109",0,0
"LIJN","14:33","14:35","00:02",30300,0,0,0," ",0,"PRT","2109",0,0
"LIJN","14:35","15:15","00:40",20101,0,0,0," ",0,"PRT","2109",0,0
"LIJN","15:15","15:26","00:11",20201,0,0,0," ",0,"PRT","2109",0,0
"LIJN","15:26","15:41","00:15",30300,0,0,0," ",0,"PRT","2109",0,0
"LIJN","15:41","15:54","00:13",30301,0,0,0," ",0,"PRT","2109",0,0
"LIJN","15:54","16:53","00:59",20101,0,0,0," ",0,"PRT","2109",0,0
"LIJN","16:53","16:55","00:02",30300,0,0,0," ",0,"PRT","2109",0,0
"LIJN","16:55","17:55","01:00",20101,0,0,0," ",0,"PRT","2109",0,0
"LIJN","17:55","18:02","00:07",30300,0,0,0," ",0,"PRT","2109",0,0
"LIJN","18:02","19:01","00:59",20101,0,0,0," ",0,"PRT","2109",0,0
"LIJN","19:01","19:15","00:14",20201,0,0,0," ",0,"PRT","2109",0,0
"LIJN","19:15","19:25","00:10",20401,0,0,0," ",0,"PRT","2109",0,0
"LIJN","06:50","06:55","00:05",20301,0,0,0," ",0,"PRT","2110",0,0
"LIJN","06:55","06:58","00:03",20201,0,0,0," ",0,"PRT","2110",0,0
"LIJN","06:58","07:31","00:33",20101,0,0,0," ",0,"PRT","2110",0,0
"LIJN","07:31","08:01","00:30",20201,0,0,0," ",0,"PRT","2110",0,0
"LIJN","08:01","14:24","06:23",30201,0,0,1," ",0,"PRT","2110",0,0
"LIJN","14:24","14:39","00:15",20112,0,0,0," ",0,"PRT","2110",0,0
"LIJN","14:39","15:09","00:30",20201,0,0,0," ",0,"PRT","2110",0,0
"LIJN","15:09","16:07","00:58",20101,0,0,0," ",0,"PRT","2110",0,0
"LIJN","16:07","16:09","00:02",30300,0,0,0," ",0,"PRT","2110",0,0
"LIJN","16:09","16:54","00:45",20101,0,0,0," ",0,"PRT","2110",0,0
"LIJN","16:54","17:05","00:11",20201,0,0,0," ",0,"PRT","2110",0,0
"LIJN","17:05","17:20","00:15",30300,0,0,0," ",0,"PRT","2110",0,0
"LIJN","17:20","17:28","00:08",30301,0,0,0," ",0,"PRT","2110",0,0
"LIJN","17:28","18:28","01:00",20101,0,0,0," ",0,"PRT","2110",0,0
"LIJN","18:28","18:30","00:02",30300,0,0,0," ",0,"PRT","2110",0,0
"LIJN","18:30","19:23","00:53",20101,0,0,0," ",0,"PRT","2110",0,0
"LIJN","19:23","19:53","00:30",20201,0,0,0," ",0,"PRT","2110",0,0
"LIJN","19:53","20:03","00:10",20401,0,0,0," ",0,"PRT","2110",0,0
"LIJN","06:32","06:37","00:05",20301,0,0,0," ",0,"PRT","2111",0,0
"LIJN","06:37","06:39","00:02",20201,0,0,0," ",0,"PRT","2111",0,0
"LIJN","06:39","07:57","01:18",20101,0,0,0," ",0,"PRT","2111",0,0
"LIJN","07:57","08:39","00:42",20201,0,0,0," ",0,"PRT","2111",0,0
"LIJN","08:39","15:51","07:12",30201,0,0,1," ",0,"PRT","2111",0,0
"LIJN","15:51","16:06","00:15",20112,0,0,0," ",0,"PRT","2111",0,0
"LIJN","16:06","16:08","00:02",20201,0,0,0," ",0,"PRT","2111",0,0
"LIJN","16:08","17:26","01:18",20101,0,0,0," ",0,"PRT","2111",0,0
"LIJN","17:26","17:54","00:28",20201,0,0,0," ",0,"PRT","2111",0,0
"LIJN","17:54","18:09","00:15",30300,0,0,0," ",0,"PRT","2111",0,0
"LIJN","18:09","18:39","00:30",30301,0,0,0," ",0,"PRT","2111",0,0
"LIJN","18:39","19:21","00:42",30302,0,0,0," ",0,"PRT","2111",0,0
"LIJN","19:21","19:56","00:35",20101,0,0,0," ",0,"PRT","2111",0,0
"LIJN","19:56","19:58","00:02",30300,0,0,0," ",0,"PRT","2111",0,0
"LIJN","19:58","20:44","00:46",20101,0,0,0," ",0,"PRT","2111",0,0
"LIJN","20:44","21:14","00:30",20201,0,0,0," ",0,"PRT","2111",0,0
"LIJN","21:14","21:24","00:10",20401,0,0,0," ",0,"PRT","2111",0,0
"LIJN","06:53","06:58","00:05",20301,0,0,0," ",0,"PRT","2112",0,0
"LIJN","06:58","07:00","00:02",20201,0,0,0," ",0,"PRT","2112",0,0
"LIJN","07:00","07:37","00:37",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","07:37","07:40","00:03",30300,0,0,0," ",0,"PRT","2112",0,0
"LIJN","07:40","08:06","00:26",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","08:06","08:08","00:02",30300,0,0,0," ",0,"PRT","2112",0,0
"LIJN","08:08","08:37","00:29",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","08:37","08:57","00:20",20201,0,0,0," ",0,"PRT","2112",0,0
"LIJN","08:57","12:26","03:29",30201,0,0,1," ",0,"PRT","2112",0,0
"LIJN","12:26","12:41","00:15",20112,0,0,0," ",0,"PRT","2112",0,0
"LIJN","12:41","13:11","00:30",20201,0,0,0," ",0,"PRT","2112",0,0
"LIJN","13:11","14:04","00:53",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","14:04","14:06","00:02",30300,0,0,0," ",0,"PRT","2112",0,0
"LIJN","14:06","14:46","00:40",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","14:46","15:11","00:25",20201,0,0,0," ",0,"PRT","2112",0,0
"LIJN","15:11","15:26","00:15",30300,0,0,0," ",0,"PRT","2112",0,0
"LIJN","15:26","15:55","00:29",30301,0,0,0," ",0,"PRT","2112",0,0
"LIJN","15:55","16:30","00:35",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","16:30","16:50","00:20",20201,0,0,0," ",0,"PRT","2112",0,0
"LIJN","16:50","16:55","00:05",30300,0,0,0," ",0,"PRT","2112",0,0
"LIJN","16:55","17:28","00:33",20101,0,0,0," ",0,"PRT","2112",0,0
"LIJN","17:28","17:49","00:21",20201,0,0,0," ",0,"PRT","2112",0,0
"LIJN","17:49","17:59","00:10",20401,0,0,0," ",0,"PRT","2112",0,0
"LIJN","07:16","07:21","00:05",20301,0,0,0," ",0,"PRT","2113",0,0
"LIJN","07:21","07:26","00:05",20201,0,0,0," ",0,"PRT","2113",0,0
"LIJN","07:26","08:00","00:34",20101,0,0,0," ",0,"PRT","2113",0,0
"LIJN","08:00","08:15","00:15",20201,0,0,0," ",0,"PRT","2113",0,0
"LIJN","08:15","11:56","03:41",30201,0,0,1," ",0,"PRT","2113",0,0
"LIJN","11:56","12:11","00:15",20112,0,0,0," ",0,"PRT","2113",0,0
"LIJN","12:11","12:41","00:30",20201,0,0,0," ",0,"PRT","2113",0,0
"LIJN","12:41","13:34","00:53",20101,0,0,0," ",0,"PRT","2113",0,0
"LIJN","13:34","13:36","00:02",30300,0,0,0," ",0,"PRT","2113",0,0
"LIJN","13:36","14:16","00:40",20101,0,0,0," ",0,"PRT","2113",0,0
"LIJN","14:16","15:01","00:45",20201,0,0,0," ",0,"PRT","2113",0,0
"LIJN","15:01","15:16","00:15",30300,0,0,0," ",0,"PRT","2113",0,0
"LIJN","15:16","15:38","00:22",30301,0,0,0," ",0,"PRT","2113",0,0
"LIJN","15:38","16:56","01:18",20101,0,0,0," ",0,"PRT","2113",0,0
"LIJN","16:56","17:00","00:04",30300,0,0,0," ",0,"PRT","2113",0,0
"LIJN","17:00","17:35","00:35",20101,0,0,0," ",0,"PRT","2113",0,0
"LIJN","17:35","17:55","00:20",20201,0,0,0," ",0,"PRT","2113",0,0
"LIJN","17:55","18:05","00:10",20401,0,0,0," ",0,"PRT","2113",0,0
"LIJN","07:17","07:22","00:05",20301,0,0,0," ",0,"PRT","2114",0,0
"LIJN","07:22","07:24","00:02",20201,0,0,0," ",0,"PRT","2114",0,0
"LIJN","07:24","08:02","00:38",20101,0,0,0," ",0,"PRT","2114",0,0
"LIJN","08:02","08:22","00:20",20201,0,0,0," ",0,"PRT","2114",0,0
"LIJN","08:22","16:13","07:51",30201,0,0,1," ",0,"PRT","2114",0,0
"LIJN","16:13","16:28","00:15",20112,0,0,0," ",0,"PRT","2114",0,0
"LIJN","16:28","16:30","00:02",20201,0,0,0," ",0,"PRT","2114",0,0
"LIJN","16:30","17:48","01:18",20101,0,0,0," ",0,"PRT","2114",0,0
"LIJN","17:48","18:30","00:42",20201,0,0,0," ",0,"PRT","2114",0,0
"LIJN","18:30","18:40","00:10",20401,0,0,0," ",0,"PRT","2114",0,0
"LIJN","07:03","07:08","00:05",20301,0,0,0," ",0,"PRT","2115",0,0
"LIJN","07:08","07:10","00:02",20201,0,0,0," ",0,"PRT","2115",0,0
"LIJN","07:10","07:38","00:28",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","07:38","07:47","00:09",20201,0,0,0," ",0,"PRT","2115",0,0
"LIJN","07:47","07:58","00:11",30300,0,0,0," ",0,"PRT","2115",0,0
"LIJN","07:58","08:14","00:16",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","08:14","08:34","00:20",20201,0,0,0," ",0,"PRT","2115",0,0
"LIJN","08:34","14:58","06:24",30201,0,0,1," ",0,"PRT","2115",0,0
"LIJN","14:58","15:13","00:15",20112,0,0,0," ",0,"PRT","2115",0,0
"LIJN","15:13","15:48","00:35",20201,0,0,0," ",0,"PRT","2115",0,0
"LIJN","15:48","16:24","00:36",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","16:24","16:29","00:05",30300,0,0,0," ",0,"PRT","2115",0,0
"LIJN","16:29","17:05","00:36",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","17:05","17:09","00:04",30300,0,0,0," ",0,"PRT","2115",0,0
"LIJN","17:09","17:58","00:49",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","17:58","18:13","00:15",30300,0,0,0," ",0,"PRT","2115",0,0
"LIJN","18:13","18:43","00:30",30301,0,0,0," ",0,"PRT","2115",0,0
"LIJN","18:43","18:45","00:02",30302,0,0,0," ",0,"PRT","2115",0,0
"LIJN","18:45","19:09","00:24",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","19:09","19:35","00:26",20201,0,0,0," ",0,"PRT","2115",0,0
"LIJN","19:35","19:49","00:14",30300,0,0,0," ",0,"PRT","2115",0,0
"LIJN","19:49","20:34","00:45",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","20:34","20:36","00:02",30300,0,0,0," ",0,"PRT","2115",0,0
"LIJN","20:36","21:11","00:35",20101,0,0,0," ",0,"PRT","2115",0,0
"LIJN","21:11","21:55","00:44",20201,0,0,0," ",0,"PRT","2115",0,0
"LIJN","21:55","22:05","00:10",20401,0,0,0," ",0,"PRT","2115",0,0
"LIJN","15:51","15:56","00:05",20301,0,0,0," ",0,"PRT","2116",0,0
"LIJN","15:56","15:59","00:03",20201,0,0,0," ",0,"PRT","2116",0,0
"LIJN","15:59","16:34","00:35",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","16:34","16:49","00:15",30300,0,0,0," ",0,"PRT","2116",0,0
"LIJN","16:49","16:55","00:06",30301,0,0,0," ",0,"PRT","2116",0,0
"LIJN","16:55","17:30","00:35",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","17:30","17:55","00:25",20201,0,0,0," ",0,"PRT","2116",0,0
"LIJN","17:55","18:10","00:15",30300,0,0,0," ",0,"PRT","2116",0,0
"LIJN","18:10","18:40","00:30",30301,0,0,0," ",0,"PRT","2116",0,0
"LIJN","18:40","18:41","00:01",30302,0,0,0," ",0,"PRT","2116",0,0
"LIJN","18:41","19:32","00:51",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","19:32","19:34","00:02",30300,0,0,0," ",0,"PRT","2116",0,0
"LIJN","19:34","20:10","00:36",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","20:10","20:25","00:15",30300,0,0,0," ",0,"PRT","2116",0,0
"LIJN","20:25","20:55","00:30",30301,0,0,0," ",0,"PRT","2116",0,0
"LIJN","20:55","21:23","00:28",30302,0,0,0," ",0,"PRT","2116",0,0
"LIJN","21:23","21:58","00:35",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","21:58","22:00","00:02",30300,0,0,0," ",0,"PRT","2116",0,0
"LIJN","22:00","22:46","00:46",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","22:46","22:52","00:06",30300,0,0,0," ",0,"PRT","2116",0,0
"LIJN","22:52","23:37","00:45",20101,0,0,0," ",0,"PRT","2116",0,0
"LIJN","23:37","00:14","00:37",20201,0,0,0," ",0,"PRT","2116",0,1
"LIJN","00:14","00:20","00:06",30300,0,0,0," ",0,"PRT","2116",1,1
"LIJN","00:20","01:18","00:58",20101,0,0,0," ",0,"PRT","2116",1,1
"LIJN","01:18","01:20","00:02",20201,0,0,0," ",0,"PRT","2116",1,1
"LIJN","01:20","01:30","00:10",20401,0,0,0," ",0,"PRT","2116",1,1
"LIJN","16:19","16:24","00:05",20301,0,0,0," ",0,"PRT","2117",0,0
"LIJN","16:24","16:38","00:14",20201,0,0,0," ",0,"PRT","2117",0,0
"LIJN","16:38","17:38","01:00",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","17:38","17:53","00:15",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","17:53","18:08","00:15",30301,0,0,0," ",0,"PRT","2117",0,0
"LIJN","18:08","19:06","00:58",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","19:06","19:08","00:02",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","19:08","19:45","00:37",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","19:45","20:00","00:15",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","20:00","20:17","00:17",30301,0,0,0," ",0,"PRT","2117",0,0
"LIJN","20:17","20:52","00:35",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","20:52","20:54","00:02",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","20:54","21:40","00:46",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","21:40","21:45","00:05",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","21:45","22:30","00:45",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","22:30","22:32","00:02",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","22:32","23:07","00:35",20101,0,0,0," ",0,"PRT","2117",0,0
"LIJN","23:07","23:22","00:15",30300,0,0,0," ",0,"PRT","2117",0,0
"LIJN","23:22","23:29","00:07",30301,0,0,0," ",0,"PRT","2117",0,0
"LIJN","23:29","00:27","00:58",20101,0,0,0," ",0,"PRT","2117",0,1
"LIJN","00:27","00:29","00:02",20201,0,0,0," ",0,"PRT","2117",1,1
"LIJN","00:29","00:39","00:10",20401,0,0,0," ",0,"PRT","2117",1,1
"LIJN","07:17","07:22","00:05",20301,0,0,0," ",0,"PRT","2214",0,0
"LIJN","07:22","07:24","00:02",20201,0,0,0," ",0,"PRT","2214",0,0
"LIJN","07:24","08:02","00:38",20101,0,0,0," ",0,"PRT","2214",0,0
"LIJN","08:02","08:22","00:20",20201,0,0,0," ",0,"PRT","2214",0,0
"LIJN","08:22","15:18","06:56",30201,0,0,1," ",0,"PRT","2214",0,0
"LIJN","15:18","15:33","00:15",20112,0,0,0," ",0,"PRT","2214",0,0
"LIJN","15:33","15:50","00:17",20201,0,0,0," ",0,"PRT","2214",0,0
"LIJN","15:50","16:09","00:19",20101,0,0,0," ",0,"PRT","2214",0,0
"LIJN","16:09","16:21","00:12",20201,0,0,0," ",0,"PRT","2214",0,0
"LIJN","16:21","16:30","00:09",30300,0,0,0," ",0,"PRT","2214",0,0
"LIJN","16:30","17:48","01:18",20101,0,0,0," ",0,"PRT","2214",0,0
"LIJN","17:48","18:30","00:42",20201,0,0,0," ",0,"PRT","2214",0,0
"LIJN","18:30","18:40","00:10",20401,0,0,0," ",0,"PRT","2214",0,0
"LIJN","04:31","04:36","00:05",20301,0,0,0," ",0,"PRT","2301",0,0
"LIJN","04:36","04:41","00:05",20201,0,0,0," ",0,"PRT","2301",0,0
"LIJN","04:41","05:39","00:58",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","05:39","05:53","00:14",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","05:53","06:28","00:35",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","06:28","06:30","00:02",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","06:30","07:22","00:52",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","07:22","07:52","00:30",20201,0,0,0," ",0,"PRT","2301",0,0
"LIJN","07:52","11:31","03:39",30201,0,0,1," ",0,"PRT","2301",0,0
"LIJN","11:31","11:46","00:15",20112,0,0,0," ",0,"PRT","2301",0,0
"LIJN","11:46","12:01","00:15",20201,0,0,0," ",0,"PRT","2301",0,0
"LIJN","12:01","13:01","01:00",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","13:01","13:05","00:04",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","13:05","13:35","00:30",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","13:35","13:37","00:02",20201,0,0,0," ",0,"PRT","2301",0,0
"LIJN","13:37","16:08","02:31",30202,0,0,0," ",0,"PRT","2301",0,0
"LIJN","16:08","16:10","00:02",20201,0,0,0," ",0,"PRT","2301",0,0
"LIJN","16:10","16:37","00:27",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","16:37","16:42","00:05",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","16:42","17:08","00:26",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","17:08","17:10","00:02",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","17:10","17:37","00:27",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","17:37","17:45","00:08",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","17:45","18:11","00:26",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","18:11","18:13","00:02",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","18:13","18:40","00:27",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","18:40","18:45","00:05",30300,0,0,0," ",0,"PRT","2301",0,0
"LIJN","18:45","19:09","00:24",20101,0,0,0," ",0,"PRT","2301",0,0
"LIJN","19:09","19:11","00:02",20201,0,0,0," ",0,"PRT","2301",0,0
"LIJN","19:11","19:21","00:10",20401,0,0,0," ",0,"PRT","2301",0,0
"LIJN","05:01","05:06","00:05",20301,0,0,0," ",0,"PRT","2302",0,0
"LIJN","05:06","05:11","00:05",20201,0,0,0," ",0,"PRT","2302",0,0
"LIJN","05:11","06:09","00:58",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","06:09","06:20","00:11",30300,0,0,0," ",0,"PRT","2302",0,0
"LIJN","06:20","06:56","00:36",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","06:56","06:58","00:02",30300,0,0,0," ",0,"PRT","2302",0,0
"LIJN","06:58","07:57","00:59",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","07:57","08:27","00:30",20201,0,0,0," ",0,"PRT","2302",0,0
"LIJN","08:27","11:32","03:05",30201,0,0,1," ",0,"PRT","2302",0,0
"LIJN","11:32","11:47","00:15",20112,0,0,0," ",0,"PRT","2302",0,0
"LIJN","11:47","12:02","00:15",20201,0,0,0," ",0,"PRT","2302",0,0
"LIJN","12:02","12:48","00:46",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","12:48","12:55","00:07",30300,0,0,0," ",0,"PRT","2302",0,0
"LIJN","12:55","13:37","00:42",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","13:37","13:58","00:21",20201,0,0,0," ",0,"PRT","2302",0,0
"LIJN","13:58","18:40","04:42",30202,0,0,0," ",0,"PRT","2302",0,0
"LIJN","18:40","19:21","00:41",20201,0,0,0," ",0,"PRT","2302",0,0
"LIJN","19:21","19:56","00:35",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","19:56","19:58","00:02",30300,0,0,0," ",0,"PRT","2302",0,0
"LIJN","19:58","20:44","00:46",20101,0,0,0," ",0,"PRT","2302",0,0
"LIJN","20:44","21:14","00:30",20201,0,0,0," ",0,"PRT","2302",0,0
"LIJN","21:14","21:24","00:10",20401,0,0,0," ",0,"PRT","2302",0,0
"LIJN","05:03","05:08","00:05",20301,0,0,0," ",0,"PRT","2303",0,0
"LIJN","05:08","05:38","00:30",20201,0,0,0," ",0,"PRT","2303",0,0
"LIJN","05:38","06:24","00:46",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","06:24","06:26","00:02",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","06:26","07:05","00:39",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","07:05","07:14","00:09",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","07:14","07:57","00:43",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","07:57","07:59","00:02",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","07:59","09:00","01:01",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","09:00","09:15","00:15",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","09:15","09:41","00:26",30301,0,0,0," ",0,"PRT","2303",0,0
"LIJN","09:41","10:34","00:53",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","10:34","10:36","00:02",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","10:36","11:16","00:40",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","11:16","11:31","00:15",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","11:31","11:48","00:17",30301,0,0,0," ",0,"PRT","2303",0,0
"LIJN","11:48","12:28","00:40",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","12:28","12:30","00:02",30300,0,0,0," ",0,"PRT","2303",0,0
"LIJN","12:30","13:24","00:54",20101,0,0,0," ",0,"PRT","2303",0,0
"LIJN","13:24","13:54","00:30",20201,0,0,0," ",0,"PRT","2303",0,0
"LIJN","13:54","14:04","00:10",20401,0,0,0," ",0,"PRT","2303",0,0
"LIJN","05:54","05:59","00:05",20301,0,0,0," ",0,"PRT","2304",0,0
"LIJN","05:59","06:40","00:41",20201,0,0,0," ",0,"PRT","2304",0,0
"LIJN","06:40","07:12","00:32",20101,0,0,0," ",0,"PRT","2304",0,0
"LIJN","07:12","07:18","00:06",20201,0,0,0," ",0,"PRT","2304",0,0
"LIJN","07:18","07:33","00:15",30300,0,0,0," ",0,"PRT","2304",0,0
"LIJN","07:33","08:07","00:34",20101,0,0,0," ",0,"PRT","2304",0,0
"LIJN","08:07","08:42","00:35",20201,0,0,0," ",0,"PRT","2304",0,0
"LIJN","08:42","11:36","02:54",30201,0,0,1," ",0,"PRT","2304",0,0
"LIJN","11:36","11:51","00:15",20112,0,0,0," ",0,"PRT","2304",0,0
"LIJN","11:51","12:05","00:14",20201,0,0,0," ",0,"PRT","2304",0,0
"LIJN","12:05","12:30","00:25",20101,0,0,0," ",0,"PRT","2304",0,0
"LIJN","12:30","12:56","00:26",20201,0,0,0," ",0,"PRT","2304",0,0
"LIJN","12:56","13:11","00:15",30300,0,0,0," ",0,"PRT","2304",0,0
"LIJN","13:11","14:04","00:53",20101,0,0,0," ",0,"PRT","2304",0,0
"LIJN","14:04","14:06","00:02",30300,0,0,0," ",0,"PRT","2304",0,0
"LIJN","14:06","14:46","00:40",20101,0,0,0," ",0,"PRT","2304",0,0
"LIJN","14:46","15:30","00:44",20201,0,0,0," ",0,"PRT","2304",0,0
"LIJN","15:30","15:40","00:10",20401,0,0,0," ",0,"PRT","2304",0,0
"LIJN","05:56","06:01","00:05",20301,0,0,0," ",0,"PRT","2305",0,0
"LIJN","06:01","06:42","00:41",20201,0,0,0," ",0,"PRT","2305",0,0
"LIJN","06:42","07:18","00:36",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","07:18","07:20","00:02",30300,0,0,0," ",0,"PRT","2305",0,0
"LIJN","07:20","08:23","01:03",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","08:23","08:53","00:30",20201,0,0,0," ",0,"PRT","2305",0,0
"LIJN","08:53","11:47","02:54",30201,0,0,1," ",0,"PRT","2305",0,0
"LIJN","11:47","12:02","00:15",20112,0,0,0," ",0,"PRT","2305",0,0
"LIJN","12:02","12:19","00:17",20201,0,0,0," ",0,"PRT","2305",0,0
"LIJN","12:19","12:57","00:38",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","12:57","13:05","00:08",30300,0,0,0," ",0,"PRT","2305",0,0
"LIJN","13:05","13:37","00:32",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","13:37","13:57","00:20",20201,0,0,0," ",0,"PRT","2305",0,0
"LIJN","13:57","16:06","02:09",30202,0,0,0," ",0,"PRT","2305",0,0
"LIJN","16:06","16:36","00:30",20201,0,0,0," ",0,"PRT","2305",0,0
"LIJN","16:36","17:38","01:02",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","17:38","17:40","00:02",30300,0,0,0," ",0,"PRT","2305",0,0
"LIJN","17:40","18:23","00:43",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","18:23","18:38","00:15",30300,0,0,0," ",0,"PRT","2305",0,0
"LIJN","18:38","18:54","00:16",30301,0,0,0," ",0,"PRT","2305",0,0
"LIJN","18:54","19:54","01:00",20101,0,0,0," ",0,"PRT","2305",0,0
"LIJN","19:54","19:56","00:02",20201,0,0,0," ",0,"PRT","2305",0,0
"LIJN","19:56","20:06","00:10",20401,0,0,0," ",0,"PRT","2305",0,0
"LIJN","06:23","06:28","00:05",20301,0,0,0," ",0,"PRT","2306",0,0
"LIJN","06:28","06:31","00:03",20201,0,0,0," ",0,"PRT","2306",0,0
"LIJN","06:31","07:00","00:29",20101,0,0,0," ",0,"PRT","2306",0,0
"LIJN","07:00","07:05","00:05",30300,0,0,0," ",0,"PRT","2306",0,0
"LIJN","07:05","08:01","00:56",20101,0,0,0," ",0,"PRT","2306",0,0
